########################################################################################################################################################################################################
Check MTCNN_ROOT_DIR, current MTCNN_ROOT_DIR is - /
########################################################################################################################################################################################################
########################################################################################################################################################################################################
########################################################################################################################################################################################################
Prepare CelebA dataset for input.
Prepared CelebA dataset for input.
########################################################################################################################################################################################################
Generate a basic dataset i.e. PNet dataset.
Generated a basic dataset i.e. PNet dataset.
########################################################################################################################################################################################################
Train PNet.
2018-09-10 22:11:05.788329 - step - 3840 accuracy - 0.946188, class loss - 0.196523, bbox loss - 0.073931, landmark loss - 0.030195, L2 loss - 0.017259, lr - 0.010000 
2018-09-12 02:26:14.473334 - step - 430080 accuracy - 0.983278, class loss - 0.090212, bbox loss - 0.046461, landmark loss - 0.005779, L2 loss - 0.023228, lr - 0.001000 
2018-09-12 02:32:00.502162 - step - 433920 accuracy - 0.965870, class loss - 0.131365, bbox loss - 0.051213, landmark loss - 0.010321, L2 loss - 0.023110, lr - 0.001000 
2018-09-12 02:37:46.740784 - step - 437760 accuracy - 0.959596, class loss - 0.153782, bbox loss - 0.046915, landmark loss - 0.007534, L2 loss - 0.022966, lr - 0.001000 
2018-09-12 02:43:32.692745 - step - 441600 accuracy - 0.958763, class loss - 0.115856, bbox loss - 0.040416, landmark loss - 0.005165, L2 loss - 0.022853, lr - 0.001000 
2018-09-12 02:49:18.545131 - step - 445440 accuracy - 0.972881, class loss - 0.110395, bbox loss - 0.036407, landmark loss - 0.005526, L2 loss - 0.022749, lr - 0.001000 
2018-09-12 02:55:04.654897 - step - 449280 accuracy - 0.961938, class loss - 0.130864, bbox loss - 0.039501, landmark loss - 0.008676, L2 loss - 0.022624, lr - 0.001000 
2018-09-12 03:00:50.710564 - step - 453120 accuracy - 0.976351, class loss - 0.092710, bbox loss - 0.054550, landmark loss - 0.008060, L2 loss - 0.022527, lr - 0.001000 
2018-09-12 03:06:36.772854 - step - 456960 accuracy - 0.979866, class loss - 0.110283, bbox loss - 0.048169, landmark loss - 0.006847, L2 loss - 0.022427, lr - 0.001000 
2018-09-12 03:12:22.815254 - step - 460800 accuracy - 0.949324, class loss - 0.192865, bbox loss - 0.036183, landmark loss - 0.005278, L2 loss - 0.022320, lr - 0.001000 
2018-09-12 03:18:08.821978 - step - 464640 accuracy - 0.949324, class loss - 0.153985, bbox loss - 0.051187, landmark loss - 0.013905, L2 loss - 0.022240, lr - 0.001000 
2018-09-12 03:23:54.938050 - step - 468480 accuracy - 0.952055, class loss - 0.185333, bbox loss - 0.043054, landmark loss - 0.007345, L2 loss - 0.022156, lr - 0.001000 
2018-09-12 03:29:41.289855 - step - 472320 accuracy - 0.965278, class loss - 0.162770, bbox loss - 0.042345, landmark loss - 0.010995, L2 loss - 0.022043, lr - 0.001000 
2018-09-12 03:35:27.183796 - step - 476160 accuracy - 0.969388, class loss - 0.155829, bbox loss - 0.048389, landmark loss - 0.008024, L2 loss - 0.021971, lr - 0.001000 
2018-09-12 03:41:13.251463 - step - 480000 accuracy - 0.969178, class loss - 0.110911, bbox loss - 0.049455, landmark loss - 0.003937, L2 loss - 0.021869, lr - 0.001000 
2018-09-12 03:46:59.081041 - step - 483840 accuracy - 0.983051, class loss - 0.074584, bbox loss - 0.048075, landmark loss - 0.005869, L2 loss - 0.021774, lr - 0.001000 
2018-09-12 03:52:56.269350 - step - 487680 accuracy - 0.959732, class loss - 0.144247, bbox loss - 0.047604, landmark loss - 0.006979, L2 loss - 0.021734, lr - 0.001000 
2018-09-12 03:58:42.721633 - step - 491520 accuracy - 0.993080, class loss - 0.048217, bbox loss - 0.041012, landmark loss - 0.008116, L2 loss - 0.021623, lr - 0.001000 
2018-09-12 04:04:29.008460 - step - 495360 accuracy - 0.969492, class loss - 0.098743, bbox loss - 0.041213, landmark loss - 0.004739, L2 loss - 0.021547, lr - 0.001000 
2018-09-12 04:10:14.729759 - step - 499200 accuracy - 0.979592, class loss - 0.084492, bbox loss - 0.047470, landmark loss - 0.006777, L2 loss - 0.021509, lr - 0.001000 
2018-09-12 04:16:00.651283 - step - 503040 accuracy - 0.965636, class loss - 0.133621, bbox loss - 0.048984, landmark loss - 0.012947, L2 loss - 0.021428, lr - 0.001000 
2018-09-12 04:21:46.409394 - step - 506880 accuracy - 0.955932, class loss - 0.150587, bbox loss - 0.036250, landmark loss - 0.011624, L2 loss - 0.021379, lr - 0.001000 
2018-09-12 04:27:32.237650 - step - 510720 accuracy - 0.979239, class loss - 0.095779, bbox loss - 0.050515, landmark loss - 0.013267, L2 loss - 0.021308, lr - 0.001000 
2018-09-12 04:33:18.981562 - step - 514560 accuracy - 0.993151, class loss - 0.043653, bbox loss - 0.044693, landmark loss - 0.003755, L2 loss - 0.021226, lr - 0.001000 
2018-09-12 04:39:04.460432 - step - 518400 accuracy - 0.948276, class loss - 0.206291, bbox loss - 0.048792, landmark loss - 0.007088, L2 loss - 0.021185, lr - 0.001000 
2018-09-12 04:44:50.097431 - step - 522240 accuracy - 0.962963, class loss - 0.132954, bbox loss - 0.041974, landmark loss - 0.008014, L2 loss - 0.021146, lr - 0.001000 
2018-09-12 04:50:35.839208 - step - 526080 accuracy - 0.973422, class loss - 0.072643, bbox loss - 0.052944, landmark loss - 0.006875, L2 loss - 0.021064, lr - 0.001000 
2018-09-12 04:56:21.420624 - step - 529920 accuracy - 0.979933, class loss - 0.077284, bbox loss - 0.039248, landmark loss - 0.006836, L2 loss - 0.021027, lr - 0.001000 
2018-09-12 05:02:07.574206 - step - 533760 accuracy - 0.972973, class loss - 0.086788, bbox loss - 0.049126, landmark loss - 0.005868, L2 loss - 0.020982, lr - 0.001000 
2018-09-12 05:07:53.691309 - step - 537600 accuracy - 0.958333, class loss - 0.103688, bbox loss - 0.047664, landmark loss - 0.005362, L2 loss - 0.020919, lr - 0.001000 
2018-09-12 05:13:39.302264 - step - 541440 accuracy - 0.956522, class loss - 0.161796, bbox loss - 0.057216, landmark loss - 0.005378, L2 loss - 0.020883, lr - 0.001000 
2018-09-12 05:19:27.066806 - step - 545280 accuracy - 0.975862, class loss - 0.119882, bbox loss - 0.050631, landmark loss - 0.004198, L2 loss - 0.020819, lr - 0.001000 
2018-09-12 05:25:13.752952 - step - 549120 accuracy - 0.980000, class loss - 0.060942, bbox loss - 0.042589, landmark loss - 0.008415, L2 loss - 0.020768, lr - 0.001000 
2018-09-12 05:30:59.646639 - step - 552960 accuracy - 0.976351, class loss - 0.129624, bbox loss - 0.049397, landmark loss - 0.011163, L2 loss - 0.020712, lr - 0.001000 
2018-09-12 05:36:45.750027 - step - 556800 accuracy - 0.986159, class loss - 0.059464, bbox loss - 0.054020, landmark loss - 0.008486, L2 loss - 0.020661, lr - 0.001000 
2018-09-12 05:42:31.982604 - step - 560640 accuracy - 0.964912, class loss - 0.150273, bbox loss - 0.038466, landmark loss - 0.005288, L2 loss - 0.020616, lr - 0.001000 
2018-09-12 05:48:17.731418 - step - 564480 accuracy - 0.979522, class loss - 0.100349, bbox loss - 0.044341, landmark loss - 0.005767, L2 loss - 0.020591, lr - 0.001000 
2018-09-12 05:54:03.897967 - step - 568320 accuracy - 0.969388, class loss - 0.110844, bbox loss - 0.045964, landmark loss - 0.006853, L2 loss - 0.020554, lr - 0.001000 
2018-09-12 05:59:50.190999 - step - 572160 accuracy - 0.968641, class loss - 0.100452, bbox loss - 0.047647, landmark loss - 0.003968, L2 loss - 0.020518, lr - 0.001000 
2018-09-12 06:05:36.411355 - step - 576000 accuracy - 0.959596, class loss - 0.159576, bbox loss - 0.052361, landmark loss - 0.003208, L2 loss - 0.020479, lr - 0.001000 
2018-09-12 06:11:22.720441 - step - 579840 accuracy - 0.962963, class loss - 0.118625, bbox loss - 0.051758, landmark loss - 0.009181, L2 loss - 0.020440, lr - 0.001000 
2018-09-12 06:17:08.758014 - step - 583680 accuracy - 0.986486, class loss - 0.045348, bbox loss - 0.046777, landmark loss - 0.005319, L2 loss - 0.020400, lr - 0.001000 
2018-09-12 06:22:54.881840 - step - 587520 accuracy - 0.956376, class loss - 0.132501, bbox loss - 0.045695, landmark loss - 0.003966, L2 loss - 0.020363, lr - 0.001000 
2018-09-12 06:28:41.173249 - step - 591360 accuracy - 0.975862, class loss - 0.101669, bbox loss - 0.039104, landmark loss - 0.012765, L2 loss - 0.020325, lr - 0.001000 
2018-09-12 06:34:27.264342 - step - 595200 accuracy - 0.979522, class loss - 0.077629, bbox loss - 0.058540, landmark loss - 0.011113, L2 loss - 0.020289, lr - 0.001000 
2018-09-12 06:40:12.965968 - step - 599040 accuracy - 0.989865, class loss - 0.042291, bbox loss - 0.043306, landmark loss - 0.009895, L2 loss - 0.020253, lr - 0.001000 
2018-09-12 06:45:59.349159 - step - 602880 accuracy - 0.975862, class loss - 0.078188, bbox loss - 0.045213, landmark loss - 0.006465, L2 loss - 0.020198, lr - 0.001000 
2018-09-12 06:51:45.209079 - step - 606720 accuracy - 0.965636, class loss - 0.164546, bbox loss - 0.041308, landmark loss - 0.010838, L2 loss - 0.020192, lr - 0.001000 
2018-09-12 06:57:31.228452 - step - 610560 accuracy - 0.982877, class loss - 0.055831, bbox loss - 0.046486, landmark loss - 0.005611, L2 loss - 0.020145, lr - 0.001000 
2018-09-12 07:03:17.808724 - step - 614400 accuracy - 0.990000, class loss - 0.056573, bbox loss - 0.046010, landmark loss - 0.007497, L2 loss - 0.020101, lr - 0.001000 
2018-09-12 07:09:03.717771 - step - 618240 accuracy - 0.983221, class loss - 0.060464, bbox loss - 0.053748, landmark loss - 0.004736, L2 loss - 0.020094, lr - 0.001000 
2018-09-12 07:14:49.939329 - step - 622080 accuracy - 0.976109, class loss - 0.078706, bbox loss - 0.051377, landmark loss - 0.006271, L2 loss - 0.020051, lr - 0.001000 
2018-09-12 07:20:35.975094 - step - 625920 accuracy - 0.969072, class loss - 0.096472, bbox loss - 0.041228, landmark loss - 0.007996, L2 loss - 0.019999, lr - 0.001000 
2018-09-12 07:26:22.037576 - step - 629760 accuracy - 0.993197, class loss - 0.049715, bbox loss - 0.046520, landmark loss - 0.005832, L2 loss - 0.019974, lr - 0.001000 
2018-09-12 07:32:08.549556 - step - 633600 accuracy - 0.982578, class loss - 0.083331, bbox loss - 0.048905, landmark loss - 0.009028, L2 loss - 0.019943, lr - 0.001000 
2018-09-12 07:37:54.561574 - step - 637440 accuracy - 0.986395, class loss - 0.048727, bbox loss - 0.051118, landmark loss - 0.007808, L2 loss - 0.019913, lr - 0.001000 
2018-09-12 07:43:40.836574 - step - 641280 accuracy - 0.993197, class loss - 0.042304, bbox loss - 0.042914, landmark loss - 0.007427, L2 loss - 0.019912, lr - 0.001000 
2018-09-12 07:49:26.966344 - step - 645120 accuracy - 0.959596, class loss - 0.130248, bbox loss - 0.041760, landmark loss - 0.007398, L2 loss - 0.019881, lr - 0.000100 
2018-09-12 07:55:13.132524 - step - 648960 accuracy - 0.972509, class loss - 0.084467, bbox loss - 0.047957, landmark loss - 0.005236, L2 loss - 0.019859, lr - 0.000100 
2018-09-12 08:00:58.971922 - step - 652800 accuracy - 0.972789, class loss - 0.132048, bbox loss - 0.042714, landmark loss - 0.006277, L2 loss - 0.019841, lr - 0.000100 
2018-09-12 08:06:45.088638 - step - 656640 accuracy - 0.986395, class loss - 0.070939, bbox loss - 0.047087, landmark loss - 0.004167, L2 loss - 0.019821, lr - 0.000100 
2018-09-12 08:12:31.070710 - step - 660480 accuracy - 0.962838, class loss - 0.112645, bbox loss - 0.047966, landmark loss - 0.006870, L2 loss - 0.019799, lr - 0.000100 
2018-09-12 08:18:16.743782 - step - 664320 accuracy - 0.986207, class loss - 0.075190, bbox loss - 0.060588, landmark loss - 0.006569, L2 loss - 0.019777, lr - 0.000100 
2018-09-12 08:24:02.716625 - step - 668160 accuracy - 0.965753, class loss - 0.110900, bbox loss - 0.043796, landmark loss - 0.010225, L2 loss - 0.019757, lr - 0.000100 
2018-09-12 08:29:48.966618 - step - 672000 accuracy - 0.979592, class loss - 0.125897, bbox loss - 0.040653, landmark loss - 0.012758, L2 loss - 0.019741, lr - 0.000100 
2018-09-12 08:35:34.910139 - step - 675840 accuracy - 0.982699, class loss - 0.085160, bbox loss - 0.046385, landmark loss - 0.005184, L2 loss - 0.019720, lr - 0.000100 
2018-09-12 08:41:20.914914 - step - 679680 accuracy - 0.986348, class loss - 0.068752, bbox loss - 0.053482, landmark loss - 0.004611, L2 loss - 0.019700, lr - 0.000100 
2018-09-12 08:47:06.786272 - step - 683520 accuracy - 0.972973, class loss - 0.098575, bbox loss - 0.043303, landmark loss - 0.004729, L2 loss - 0.019681, lr - 0.000100 
2018-09-12 08:52:52.997962 - step - 687360 accuracy - 0.975945, class loss - 0.105139, bbox loss - 0.038032, landmark loss - 0.003229, L2 loss - 0.019665, lr - 0.000100 
2018-09-12 08:58:39.131165 - step - 691200 accuracy - 0.982818, class loss - 0.075109, bbox loss - 0.051149, landmark loss - 0.008638, L2 loss - 0.019647, lr - 0.000100 
2018-09-12 09:04:25.616466 - step - 695040 accuracy - 0.993289, class loss - 0.038581, bbox loss - 0.044820, landmark loss - 0.006012, L2 loss - 0.019627, lr - 0.000100 
2018-09-12 09:10:11.485591 - step - 698880 accuracy - 0.979094, class loss - 0.062838, bbox loss - 0.047701, landmark loss - 0.004357, L2 loss - 0.019609, lr - 0.000100 
2018-09-12 09:15:57.438674 - step - 702720 accuracy - 0.955017, class loss - 0.141996, bbox loss - 0.053409, landmark loss - 0.008289, L2 loss - 0.019592, lr - 0.000100 
2018-09-12 09:21:43.187376 - step - 706560 accuracy - 0.959732, class loss - 0.171942, bbox loss - 0.039099, landmark loss - 0.008323, L2 loss - 0.019573, lr - 0.000100 
2018-09-12 09:27:28.913376 - step - 710400 accuracy - 0.986301, class loss - 0.062598, bbox loss - 0.047580, landmark loss - 0.006300, L2 loss - 0.019556, lr - 0.000100 
2018-09-12 09:33:15.267380 - step - 714240 accuracy - 0.976510, class loss - 0.076996, bbox loss - 0.047825, landmark loss - 0.005114, L2 loss - 0.019539, lr - 0.000100 
2018-09-12 09:39:00.980463 - step - 718080 accuracy - 0.986441, class loss - 0.058060, bbox loss - 0.046704, landmark loss - 0.006690, L2 loss - 0.019523, lr - 0.000100 
2018-09-12 09:44:46.888653 - step - 721920 accuracy - 0.996622, class loss - 0.030182, bbox loss - 0.043390, landmark loss - 0.006169, L2 loss - 0.019505, lr - 0.000100 
2018-09-12 09:50:32.952677 - step - 725760 accuracy - 0.979730, class loss - 0.051438, bbox loss - 0.046092, landmark loss - 0.003302, L2 loss - 0.019489, lr - 0.000100 
2018-09-12 09:56:19.393671 - step - 729600 accuracy - 0.986348, class loss - 0.070223, bbox loss - 0.043244, landmark loss - 0.008251, L2 loss - 0.019476, lr - 0.000100 
2018-09-12 10:02:05.838818 - step - 733440 accuracy - 0.959322, class loss - 0.134449, bbox loss - 0.038376, landmark loss - 0.071807, L2 loss - 0.019457, lr - 0.000100 
2018-09-12 10:07:51.922159 - step - 737280 accuracy - 0.955172, class loss - 0.170189, bbox loss - 0.046993, landmark loss - 0.004946, L2 loss - 0.019442, lr - 0.000100 
2018-09-12 10:13:37.825251 - step - 741120 accuracy - 0.993333, class loss - 0.042856, bbox loss - 0.043782, landmark loss - 0.006748, L2 loss - 0.019428, lr - 0.000100 
2018-09-12 10:19:23.612590 - step - 744960 accuracy - 0.976589, class loss - 0.121212, bbox loss - 0.037888, landmark loss - 0.003970, L2 loss - 0.019412, lr - 0.000100 
2018-09-12 10:25:09.560287 - step - 748800 accuracy - 0.959596, class loss - 0.150949, bbox loss - 0.044004, landmark loss - 0.008870, L2 loss - 0.019395, lr - 0.000100 
2018-09-12 10:30:55.313719 - step - 752640 accuracy - 0.982993, class loss - 0.077708, bbox loss - 0.044265, landmark loss - 0.005693, L2 loss - 0.019379, lr - 0.000100 
2018-09-12 10:36:41.120475 - step - 756480 accuracy - 0.993355, class loss - 0.031906, bbox loss - 0.054554, landmark loss - 0.005730, L2 loss - 0.019363, lr - 0.000100 
2018-09-12 10:42:27.039083 - step - 760320 accuracy - 0.986577, class loss - 0.081647, bbox loss - 0.054962, landmark loss - 0.020963, L2 loss - 0.019349, lr - 0.000100 
2018-09-12 10:48:12.851468 - step - 764160 accuracy - 0.976351, class loss - 0.078693, bbox loss - 0.051542, landmark loss - 0.005984, L2 loss - 0.019336, lr - 0.000100 
2018-09-12 10:53:58.790635 - step - 768000 accuracy - 0.955932, class loss - 0.147361, bbox loss - 0.038578, landmark loss - 0.005651, L2 loss - 0.019318, lr - 0.000100 
2018-09-12 10:59:45.204448 - step - 771840 accuracy - 0.983108, class loss - 0.064310, bbox loss - 0.046613, landmark loss - 0.006391, L2 loss - 0.019304, lr - 0.000100 
2018-09-12 11:05:31.271497 - step - 775680 accuracy - 0.948454, class loss - 0.159720, bbox loss - 0.051690, landmark loss - 0.006330, L2 loss - 0.019288, lr - 0.000100 
2018-09-12 11:11:17.274653 - step - 779520 accuracy - 0.962069, class loss - 0.118067, bbox loss - 0.043414, landmark loss - 0.007176, L2 loss - 0.019274, lr - 0.000100 
2018-09-12 11:17:03.120462 - step - 783360 accuracy - 0.966102, class loss - 0.127105, bbox loss - 0.045509, landmark loss - 0.010551, L2 loss - 0.019258, lr - 0.000100 
2018-09-12 11:22:49.060938 - step - 787200 accuracy - 0.980000, class loss - 0.063827, bbox loss - 0.043286, landmark loss - 0.005887, L2 loss - 0.019243, lr - 0.000100 
2018-09-12 11:28:35.232918 - step - 791040 accuracy - 0.983051, class loss - 0.069789, bbox loss - 0.048280, landmark loss - 0.007308, L2 loss - 0.019228, lr - 0.000100 
2018-09-12 11:34:21.215596 - step - 794880 accuracy - 0.976351, class loss - 0.096000, bbox loss - 0.050159, landmark loss - 0.024599, L2 loss - 0.019217, lr - 0.000100 
2018-09-12 11:40:07.137907 - step - 798720 accuracy - 0.986063, class loss - 0.070248, bbox loss - 0.041575, landmark loss - 0.005114, L2 loss - 0.019201, lr - 0.000100 
2018-09-12 11:45:53.303652 - step - 802560 accuracy - 0.938776, class loss - 0.178729, bbox loss - 0.044119, landmark loss - 0.005627, L2 loss - 0.019188, lr - 0.000100 
2018-09-12 11:51:39.345862 - step - 806400 accuracy - 0.979661, class loss - 0.092564, bbox loss - 0.051830, landmark loss - 0.002911, L2 loss - 0.019177, lr - 0.000100 
2018-09-12 11:57:25.600858 - step - 810240 accuracy - 0.989830, class loss - 0.042946, bbox loss - 0.047892, landmark loss - 0.005187, L2 loss - 0.019162, lr - 0.000100 
2018-09-12 12:03:12.352110 - step - 814080 accuracy - 0.986395, class loss - 0.062999, bbox loss - 0.048821, landmark loss - 0.006751, L2 loss - 0.019149, lr - 0.000100 
2018-09-12 12:08:58.113575 - step - 817920 accuracy - 0.996564, class loss - 0.039230, bbox loss - 0.047401, landmark loss - 0.010096, L2 loss - 0.019136, lr - 0.000100 
2018-09-12 12:14:44.059384 - step - 821760 accuracy - 0.983051, class loss - 0.066506, bbox loss - 0.037681, landmark loss - 0.009862, L2 loss - 0.019121, lr - 0.000100 
2018-09-12 12:20:30.005619 - step - 825600 accuracy - 0.959322, class loss - 0.149095, bbox loss - 0.044335, landmark loss - 0.006671, L2 loss - 0.019108, lr - 0.000100 
2018-09-12 12:26:15.919166 - step - 829440 accuracy - 0.976510, class loss - 0.093009, bbox loss - 0.048333, landmark loss - 0.006624, L2 loss - 0.019093, lr - 0.000100 
2018-09-12 12:32:02.537287 - step - 833280 accuracy - 0.958904, class loss - 0.167903, bbox loss - 0.036370, landmark loss - 0.006342, L2 loss - 0.019077, lr - 0.000100 
2018-09-12 12:37:48.419738 - step - 837120 accuracy - 0.963087, class loss - 0.121837, bbox loss - 0.040082, landmark loss - 0.003828, L2 loss - 0.019066, lr - 0.000100 
2018-09-12 12:43:34.332708 - step - 840960 accuracy - 0.969492, class loss - 0.075326, bbox loss - 0.049441, landmark loss - 0.016136, L2 loss - 0.019054, lr - 0.000100 
2018-09-12 12:49:20.173839 - step - 844800 accuracy - 0.965753, class loss - 0.103414, bbox loss - 0.040425, landmark loss - 0.003067, L2 loss - 0.019036, lr - 0.000100 
2018-09-12 12:55:06.268855 - step - 848640 accuracy - 0.982699, class loss - 0.077674, bbox loss - 0.040817, landmark loss - 0.005350, L2 loss - 0.019026, lr - 0.000100 
2018-09-12 13:00:52.346060 - step - 852480 accuracy - 0.993289, class loss - 0.041957, bbox loss - 0.040634, landmark loss - 0.010978, L2 loss - 0.019012, lr - 0.000100 
2018-09-12 13:06:38.346373 - step - 856320 accuracy - 0.983278, class loss - 0.066039, bbox loss - 0.054815, landmark loss - 0.005317, L2 loss - 0.019001, lr - 0.000100 
2018-09-12 13:12:24.552048 - step - 860160 accuracy - 0.962329, class loss - 0.103959, bbox loss - 0.049174, landmark loss - 0.005203, L2 loss - 0.018991, lr - 0.000100 
2018-09-12 13:18:10.457196 - step - 864000 accuracy - 0.957516, class loss - 0.167966, bbox loss - 0.044553, landmark loss - 0.006622, L2 loss - 0.018978, lr - 0.000100 
2018-09-12 13:23:56.228842 - step - 867840 accuracy - 0.976351, class loss - 0.076837, bbox loss - 0.043389, landmark loss - 0.004171, L2 loss - 0.018966, lr - 0.000100 
2018-09-12 13:29:42.467741 - step - 871680 accuracy - 0.993174, class loss - 0.040517, bbox loss - 0.055088, landmark loss - 0.004921, L2 loss - 0.018954, lr - 0.000100 
2018-09-12 13:35:28.219368 - step - 875520 accuracy - 0.986486, class loss - 0.064349, bbox loss - 0.042078, landmark loss - 0.004857, L2 loss - 0.018941, lr - 0.000100 
2018-09-12 13:41:14.236156 - step - 879360 accuracy - 0.993197, class loss - 0.038647, bbox loss - 0.043044, landmark loss - 0.006300, L2 loss - 0.018929, lr - 0.000100 
2018-09-12 13:47:00.080903 - step - 883200 accuracy - 0.976109, class loss - 0.092974, bbox loss - 0.048535, landmark loss - 0.006122, L2 loss - 0.018919, lr - 0.000100 
2018-09-12 13:52:45.810936 - step - 887040 accuracy - 0.976431, class loss - 0.095136, bbox loss - 0.050027, landmark loss - 0.008380, L2 loss - 0.018905, lr - 0.000100 
2018-09-12 13:58:31.863495 - step - 890880 accuracy - 0.968531, class loss - 0.137452, bbox loss - 0.041324, landmark loss - 0.006773, L2 loss - 0.018895, lr - 0.000100 
2018-09-12 14:04:18.174666 - step - 894720 accuracy - 0.965870, class loss - 0.110392, bbox loss - 0.042383, landmark loss - 0.006984, L2 loss - 0.018882, lr - 0.000100 
2018-09-12 14:10:04.014347 - step - 898560 accuracy - 0.979522, class loss - 0.075811, bbox loss - 0.045603, landmark loss - 0.007924, L2 loss - 0.018868, lr - 0.000100 
2018-09-12 14:15:50.395782 - step - 902400 accuracy - 0.989655, class loss - 0.052286, bbox loss - 0.045721, landmark loss - 0.004779, L2 loss - 0.018856, lr - 0.000100 
2018-09-12 14:21:36.272546 - step - 906240 accuracy - 0.975694, class loss - 0.091701, bbox loss - 0.052406, landmark loss - 0.005837, L2 loss - 0.018847, lr - 0.000100 
2018-09-12 14:27:22.340610 - step - 910080 accuracy - 0.986486, class loss - 0.060611, bbox loss - 0.049318, landmark loss - 0.004416, L2 loss - 0.018834, lr - 0.000100 
2018-09-12 14:33:08.409651 - step - 913920 accuracy - 0.976589, class loss - 0.073511, bbox loss - 0.042771, landmark loss - 0.007874, L2 loss - 0.018823, lr - 0.000100 
2018-09-12 14:38:54.309393 - step - 917760 accuracy - 0.969799, class loss - 0.121297, bbox loss - 0.044188, landmark loss - 0.005061, L2 loss - 0.018809, lr - 0.000100 
2018-09-12 14:44:40.263239 - step - 921600 accuracy - 0.982877, class loss - 0.059479, bbox loss - 0.041461, landmark loss - 0.006172, L2 loss - 0.018800, lr - 0.000100 
2018-09-12 14:50:26.150951 - step - 925440 accuracy - 0.986301, class loss - 0.053546, bbox loss - 0.050774, landmark loss - 0.006651, L2 loss - 0.018789, lr - 0.000100 
2018-09-12 14:56:12.362124 - step - 929280 accuracy - 0.979310, class loss - 0.078439, bbox loss - 0.040797, landmark loss - 0.010307, L2 loss - 0.018775, lr - 0.000100 
2018-09-12 15:01:58.832165 - step - 933120 accuracy - 0.982818, class loss - 0.064140, bbox loss - 0.050795, landmark loss - 0.007479, L2 loss - 0.018765, lr - 0.000100 
2018-09-12 15:07:44.841925 - step - 936960 accuracy - 0.986486, class loss - 0.043790, bbox loss - 0.046872, landmark loss - 0.008841, L2 loss - 0.018754, lr - 0.000100 
2018-09-12 15:13:30.846354 - step - 940800 accuracy - 0.955172, class loss - 0.168969, bbox loss - 0.047758, landmark loss - 0.028748, L2 loss - 0.018740, lr - 0.000100 
2018-09-12 15:19:17.069187 - step - 944640 accuracy - 0.965870, class loss - 0.122026, bbox loss - 0.047508, landmark loss - 0.005311, L2 loss - 0.018729, lr - 0.000100 
2018-09-12 15:25:03.325462 - step - 948480 accuracy - 0.976351, class loss - 0.072846, bbox loss - 0.049899, landmark loss - 0.008501, L2 loss - 0.018721, lr - 0.000100 
2018-09-12 15:30:49.495471 - step - 952320 accuracy - 0.979592, class loss - 0.093668, bbox loss - 0.041161, landmark loss - 0.003875, L2 loss - 0.018710, lr - 0.000100 
2018-09-12 15:36:35.449871 - step - 956160 accuracy - 0.968750, class loss - 0.087778, bbox loss - 0.049193, landmark loss - 0.005275, L2 loss - 0.018700, lr - 0.000100 
2018-09-12 15:42:21.474407 - step - 960000 accuracy - 0.979798, class loss - 0.073284, bbox loss - 0.047728, landmark loss - 0.005641, L2 loss - 0.018692, lr - 0.000100 
2018-09-12 15:48:07.387202 - step - 963840 accuracy - 0.955631, class loss - 0.129624, bbox loss - 0.045570, landmark loss - 0.007839, L2 loss - 0.018679, lr - 0.000010 
2018-09-12 15:53:53.457958 - step - 967680 accuracy - 0.989761, class loss - 0.051984, bbox loss - 0.047316, landmark loss - 0.009060, L2 loss - 0.018678, lr - 0.000010 
2018-09-12 15:59:39.616049 - step - 971520 accuracy - 0.976351, class loss - 0.085779, bbox loss - 0.043093, landmark loss - 0.007815, L2 loss - 0.018676, lr - 0.000010 
2018-09-12 16:05:25.582558 - step - 975360 accuracy - 0.982818, class loss - 0.076475, bbox loss - 0.041883, landmark loss - 0.004119, L2 loss - 0.018675, lr - 0.000010 
2018-09-12 16:11:11.736266 - step - 979200 accuracy - 0.953642, class loss - 0.148034, bbox loss - 0.035786, landmark loss - 0.007209, L2 loss - 0.018674, lr - 0.000010 
2018-09-12 16:16:57.720997 - step - 983040 accuracy - 0.931973, class loss - 0.202451, bbox loss - 0.043255, landmark loss - 0.007853, L2 loss - 0.018672, lr - 0.000010 
2018-09-12 16:22:44.014016 - step - 986880 accuracy - 0.989761, class loss - 0.070497, bbox loss - 0.047854, landmark loss - 0.004244, L2 loss - 0.018671, lr - 0.000010 
2018-09-12 16:28:30.242299 - step - 990720 accuracy - 0.989830, class loss - 0.067425, bbox loss - 0.054705, landmark loss - 0.004166, L2 loss - 0.018670, lr - 0.000010 
2018-09-12 16:34:16.292735 - step - 994560 accuracy - 0.976431, class loss - 0.093222, bbox loss - 0.051646, landmark loss - 0.006714, L2 loss - 0.018668, lr - 0.000010 
2018-09-12 16:40:02.291886 - step - 998400 accuracy - 0.951389, class loss - 0.168657, bbox loss - 0.038847, landmark loss - 0.009264, L2 loss - 0.018667, lr - 0.000010 
2018-09-12 16:45:48.321309 - step - 1002240 accuracy - 0.966102, class loss - 0.098039, bbox loss - 0.039710, landmark loss - 0.007269, L2 loss - 0.018666, lr - 0.000010 
2018-09-12 16:51:34.297626 - step - 1006080 accuracy - 0.952542, class loss - 0.178309, bbox loss - 0.045816, landmark loss - 0.009877, L2 loss - 0.018664, lr - 0.000010 
2018-09-12 16:57:20.040274 - step - 1009920 accuracy - 0.983108, class loss - 0.097897, bbox loss - 0.049326, landmark loss - 0.011864, L2 loss - 0.018663, lr - 0.000010 
